,transaction_date,transaction_hour,location_state,location_city,rewards_number,rewards_member,num_of_items,coupon_flag,discount_amt,order_amt
40035,2020-09-07,8:38 PM,Florida,Fort Pierce,478-192-75,True,24,,,$78.64
40036,2020-09-12,7:31 PM,Georgia,Columbus,,,24,,,$235.24
40037,2019-11-11,5:24 PM,Mississippi,Jackson,361-080-71,False,31,,,$230.76
40038,2019-12-29,5:41 PM,Alabama,Huntsville,427-309-23,True,23,Yes,0.46,$75.87
40039,2020-04-21,11:43 AM,Georgia,Gainesville,830-769-37,False,26,,,$43.80
40040,2019-10-28,4:37 PM,Florida,Fort Myers,071-305-34,False,21,,,$207.64
40041,2020-02-20,5:34 PM,Florida,Miami,887-906-63,False,32,,,$209.72
40042,2020-08-28,5:21 PM,Florida,Naples,863-964-13,True,10,,,$132.64
40043,2020-10-10,6:07 PM,Mississippi,Jackson,,,4,Yes,0.48,$155.36
40044,2020-04-08,11:43 AM,Florida,Pensacola,988-218-19,False,28,,,$48.31
40045,2020-06-26,8:11 PM,Alabama,Montgomery,945-240-28,True,6,,,$33.09
40046,2019-11-05,8:33 PM,Florida,Clearwater,538-093-80,True,17,,,$229.40
40047,2020-03-20,4:25 PM,Alabama,Birmingham,,,18,,,$140.92
40048,2020-04-19,6:03 PM,Florida,Pensacola,,,25,,,$220.89
40049,2020-03-10,4:34 PM,Florida,Pompano Beach,289-439-47,True,25,,,$130.33
40050,2019-10-31,2:34 PM,Florida,Jacksonville,870-392-73,True,18,,,$105.23
40051,2020-06-15,1:11 PM,Mississippi,Jackson,414-064-36,False,16,,,$148.37
40052,2019-11-22,12:29 PM,Florida,Tallahassee,348-432-93,True,5,,,$217.30
40053,2020-09-25,4:57 PM,Florida,Fort Lauderdale,200-343-67,True,21,Yes,0.15,$102.20
40054,2019-11-20,8:03 PM,Georgia,Macon,,,22,Yes,0.17,$112.71
40055,2020-04-25,1:33 PM,Georgia,Valdosta,619-663-18,False,33,Yes,0.18,$66.93
40056,2020-02-20,2:58 PM,Florida,Ocala,761-649-71,False,19,Yes,0.29,$153.55
40057,2019-12-14,3:11 PM,Mississippi,Jackson,,,20,,,$186.84
40058,2020-09-30,5:22 PM,Georgia,Atlanta,,,31,,,$190.21
40059,2020-08-13,2:01 PM,Florida,Tampa,,,14,Yes,0.43,$71.83
40060,2019-10-29,8:55 PM,Florida,Fort Lauderdale,964-786-80,False,31,,,$82.27
40061,2019-10-07,2:10 PM,Florida,Fort Lauderdale,,,15,,,$172.61
40062,2020-08-16,11:59 AM,Alabama,Gadsden,987-731-47,True,27,,,$82.14
40063,2019-12-25,3:16 PM,Texas,Plano,707-074-44,True,5,,,$1425.60
40064,2019-10-12,12:41 PM,Florida,Pompano Beach,818-858-26,True,6,,,$87.42
40065,2019-11-14,4:09 PM,Georgia,Atlanta,,,20,,,$212.60
40066,2020-05-21,1:06 PM,Florida,Tampa,950-094-91,False,19,,,$157.72
40067,2020-01-22,7:35 PM,Florida,Miami,185-511-62,True,3,Yes,0.11,$45.66
40068,2020-05-09,12:10 PM,Florida,Delray Beach,,,20,Yes,0.16,$204.93
40069,2020-03-27,6:26 PM,Georgia,Macon,010-436-96,False,31,,,$224.94
40070,2019-11-24,2:55 PM,Florida,Orlando,,,33,Yes,0.16,$58.94
40071,2020-03-15,7:06 PM,Mississippi,Jackson,361-734-17,True,27,,,$205.79
40072,2019-10-07,1:15 PM,Georgia,Norcross,191-293-46,True,27,,,$94.29
40073,2020-07-27,7:08 PM,Georgia,Atlanta,,,32,Yes,0.37,$191.45
40074,2020-03-30,5:03 PM,Florida,Tampa,,,12,,,$150.99
40075,2020-08-23,4:46 PM,South Carolina,Charleston,451-387-39,False,28,,,$26.78
40076,2019-12-30,7:19 PM,Alabama,Montgomery,,,32,,,$42.49
40077,2019-12-18,11:49 AM,Alabama,Birmingham,706-634-27,False,8,Yes,0.41,$139.38
40078,2020-06-07,5:33 PM,Alabama,Birmingham,,,29,,,$116.06
40079,2019-12-18,7:35 PM,Florida,Fort Pierce,495-017-69,True,28,Yes,0.15,$131.70
40080,2020-05-22,6:30 PM,Florida,Fort Myers,314-862-38,True,31,,,$52.42
40081,2020-04-07,1:20 PM,Georgia,Atlanta,970-993-68,True,10,Yes,0.39,$124.48
40082,2020-05-26,1:59 PM,Florida,Fort Lauderdale,817-573-34,False,17,,,$86.29
40083,2020-09-20,12:07 PM,Georgia,Atlanta,810-359-41,False,6,,,$30.52
40084,2019-11-26,12:24 PM,Florida,Saint Petersburg,,,7,Yes,0.16,$162.14
40085,2020-02-25,1:04 PM,Georgia,Atlanta,,,18,Yes,0.34,$68.22
40086,2020-05-14,3:45 PM,Florida,Tallahassee,020-131-67,False,21,,,$82.33
40087,2020-01-21,8:39 PM,Florida,Jacksonville,,,19,,,$49.22
40088,2020-01-29,4:03 PM,Florida,Fort Lauderdale,235-206-71,True,10,Yes,0.25,$52.85
40089,2020-09-17,8:54 PM,Georgia,Alpharetta,813-200-90,True,5,,,$100.44
40090,2020-07-23,10:50 AM,California,Mountain View,600-613-00,True,93,,,$1790.47
40091,2020-10-21,8:04 PM,Mississippi,Jackson,596-534-35,True,10,,,$192.40
40092,2020-05-06,1:39 PM,Florida,Clearwater,882-309-93,False,23,,,$136.29
40093,2020-05-25,3:18 PM,Florida,Saint Petersburg,,,19,,,$75.47
40094,2019-12-01,5:05 PM,Florida,Miami,028-516-87,False,12,Yes,0.39,$56.25
40095,2020-05-25,5:06 PM,Florida,Naples,573-902-61,True,3,,,$156.16
40096,2020-03-28,12:30 PM,Alabama,Birmingham,644-981-87,True,24,,,$217.81
40097,2020-02-14,1:51 PM,Florida,Naples,186-879-76,False,21,Yes,0.14,$23.92
40098,2019-12-09,6:34 PM,Georgia,Columbus,597-663-15,True,6,,,$75.12
40099,2020-05-03,6:26 PM,Florida,Melbourne,407-746-93,True,11,Yes,0.42,$95.47
40100,2020-07-01,12:58 PM,Alabama,Birmingham,099-379-26,False,3,Yes,0.3,$162.67
40101,2020-06-23,6:00 PM,Georgia,Augusta,,,10,Yes,0.41,$163.54
40102,2020-06-25,2:52 PM,Florida,Orlando,649-023-02,True,30,Yes,0.2,$114.32
40103,2020-04-19,8:32 PM,Georgia,Decatur,,,13,Yes,0.33,$84.99
40104,2020-02-03,5:23 PM,Florida,Jacksonville,986-428-56,False,34,,,$81.21
40105,2019-10-24,11:36 AM,Florida,Miami,,,8,,,$35.54
40106,2020-08-22,8:06 PM,Florida,Port Saint Lucie,,,19,,,$229.71
40107,2020-05-03,5:15 PM,Alabama,Montgomery,,,11,,,$224.21
40108,2020-07-18,1:20 PM,Alabama,Huntsville,531-813-45,False,12,,,$19.62
40109,2019-12-04,5:31 PM,Florida,Miami Beach,,,33,Yes,0.2,$167.86
40110,2019-10-20,2:24 PM,Georgia,Duluth,567-830-08,False,24,,,$153.95
40111,2019-12-08,4:57 PM,Florida,Daytona Beach,479-639-02,True,6,,,$21.07
40112,2020-04-13,7:00 PM,Florida,Fort Myers,,,6,,,$127.27
40113,2020-08-02,4:12 PM,Florida,Fort Pierce,,,30,,,$177.40
40114,2019-11-02,12:31 PM,Mississippi,Jackson,137-086-78,False,11,Yes,0.43,$47.80
40115,2020-09-17,11:43 AM,Alabama,Montgomery,695-972-45,False,13,,,$182.44
40116,2020-04-15,4:06 PM,Alabama,Birmingham,303-622-13,False,9,,,$106.70
40117,2020-06-10,12:34 PM,Florida,Tallahassee,,,17,Yes,0.37,$219.91
40118,2020-04-22,3:58 PM,Georgia,Atlanta,667-337-05,True,15,,,$104.09
40119,2020-05-28,11:56 AM,Florida,Jacksonville,921-270-02,True,26,,,$165.88
40120,2019-12-25,1:27 PM,Florida,Daytona Beach,,,12,,,$139.05
40121,2019-11-12,1:57 PM,Georgia,Atlanta,930-758-78,False,29,,,$121.94
40122,2020-01-10,6:48 PM,Florida,Pensacola,260-874-06,False,18,,,$116.86
40123,2020-06-04,2:02 PM,Alabama,Montgomery,974-455-75,True,4,,,$186.43
40124,2020-01-02,4:10 PM,Alabama,Huntsville,517-329-25,False,3,,,$54.56
40125,2020-01-20,12:31 PM,Georgia,Savannah,428-377-16,True,32,Yes,0.38,$89.21
40126,2020-06-26,5:54 PM,Georgia,Atlanta,,,14,,,$25.68
40127,2019-11-18,11:55 AM,Florida,Naples,125-360-23,False,24,,,$67.48
40128,2019-12-29,12:21 PM,Florida,Miami,938-755-52,True,21,,,$195.98
40129,2020-10-11,4:13 PM,Georgia,Marietta,,,23,,,$67.97
40130,2020-06-06,5:18 PM,Florida,Miami,892-007-60,False,17,,,$29.76
40131,2019-11-21,2:48 PM,Florida,Miami,,,26,Yes,0.44,$225.29
40132,2020-08-29,12:11 PM,Alabama,Birmingham,,,10,Yes,0.41,$82.01
40133,2020-03-31,11:31 AM,South Carolina,Columbia,217-008-28,True,33,,,$210.88
40134,2020-06-13,6:16 PM,South Carolina,Spartanburg,431-849-36,False,7,,,$104.57
40135,2019-10-12,5:38 PM,Georgia,Atlanta,445-038-97,False,10,Yes,0.35,$97.67
40136,2020-05-31,7:58 PM,Florida,Ocala,,,34,,,$40.56
40137,2020-10-13,6:23 PM,Florida,Saint Petersburg,952-754-62,True,13,,,$108.52
40138,2020-05-12,11:58 AM,South Carolina,Charleston,303-358-26,False,22,Yes,0.4,$203.28
40139,2020-07-24,7:38 PM,Georgia,Atlanta,835-213-96,False,11,Yes,0.38,$96.43
40140,2019-11-13,1:33 PM,Florida,Jacksonville,278-350-09,True,15,Yes,0.16,$138.44
40141,2020-09-10,4:09 PM,Florida,Fort Lauderdale,016-282-90,False,5,,,$70.62
40142,2020-04-20,11:55 AM,Florida,Tampa,,,3,,,$154.28
40143,2019-12-04,8:45 PM,South Carolina,Charleston,,,12,Yes,0.34,$139.97
40144,2020-03-14,1:26 PM,Florida,Melbourne,407-974-62,True,17,,,$38.59
40145,2020-02-08,11:03 AM,Florida,Hialeah,,,13,Yes,0.12,$193.62
40146,2019-10-14,8:47 PM,Alabama,Birmingham,006-562-22,True,29,,,$113.24
40147,2020-09-19,12:42 PM,South Carolina,Greenville,519-408-95,False,29,Yes,0.42,$172.67
40148,2020-02-20,5:28 PM,Florida,Lakeland,,,13,,,$218.10
40149,2020-03-23,4:36 PM,Florida,Boca Raton,,,7,Yes,0.1,$97.35
40150,2020-06-21,12:05 PM,Florida,Miami,069-224-89,True,27,,,$191.65
40151,2020-05-31,12:26 PM,South Carolina,Greenville,354-694-21,True,17,Yes,0.34,$129.49
40152,2020-06-10,1:06 PM,South Carolina,Aiken,200-863-21,False,31,Yes,0.15,$30.19
40153,2020-03-07,4:51 PM,Florida,Boca Raton,,,26,Yes,0.5,$195.72
40154,2020-03-29,1:30 PM,Georgia,Atlanta,,,33,Yes,0.46,$34.40
40155,2020-10-07,12:08 PM,Florida,North Port,995-400-67,False,15,,,$228.49
40156,2019-11-05,6:29 PM,Florida,Pensacola,,,19,,,$167.59
40157,2020-08-02,7:12 PM,Florida,Tampa,,,19,Yes,0.24,$157.71
40158,2020-09-21,1:18 PM,Florida,Tallahassee,194-082-33,True,14,,,$28.58
40159,2020-10-06,6:40 PM,Florida,Melbourne,,,13,,,$118.75
40160,2020-07-01,4:04 PM,Florida,Clearwater,,,10,,,$68.61
40161,2019-12-01,4:26 PM,Florida,Miami,405-423-64,False,32,,,$44.18
40162,2019-12-09,4:17 PM,Florida,Fort Lauderdale,907-834-97,True,3,,,$213.99
40163,2020-10-16,6:12 PM,Alabama,Montgomery,,,4,,,$198.81
40164,2020-08-22,5:17 PM,Florida,Naples,053-619-57,True,13,Yes,0.3,$102.49
40165,2020-08-03,2:08 PM,Alabama,Birmingham,574-073-00,True,20,Yes,0.32,$78.24
40166,2020-01-28,11:24 AM,Georgia,Atlanta,,,16,,,$221.84
40167,2020-03-26,3:27 PM,Florida,Lake Worth,063-046-17,False,18,,,$219.22
40168,2020-01-15,6:32 PM,Alabama,Montgomery,560-770-65,False,26,Yes,0.31,$134.35
40169,2020-04-13,6:26 PM,Georgia,Athens,,,12,,,$128.32
40170,2020-07-20,12:55 PM,Florida,Vero Beach,673-495-11,False,14,,,$83.43
40171,2020-07-06,5:08 PM,Alabama,Mobile,872-193-88,False,32,Yes,0.22,$26.02
40172,2020-06-11,8:49 PM,Georgia,Atlanta,,,10,,,$27.61
40173,2020-08-21,5:06 PM,Mississippi,Meridian,057-962-23,True,20,,,$210.57
40174,2020-03-21,12:09 PM,Alabama,Montgomery,297-391-09,True,30,,,$83.18
40175,2020-09-09,6:52 PM,Alabama,Mobile,343-021-06,False,16,Yes,0.3,$82.67
40176,2020-10-06,3:07 PM,Alabama,Montgomery,609-961-54,True,7,,,$116.15
40177,2020-10-14,8:12 PM,Florida,Vero Beach,414-703-31,True,3,,,$122.69
40178,2019-10-05,8:53 PM,Florida,Saint Petersburg,620-330-71,True,19,,,$168.45
40179,2020-08-31,11:07 AM,Florida,Cape Coral,833-497-35,True,9,,,$204.96
40180,2020-05-12,6:54 PM,Florida,Tallahassee,627-290-14,True,9,,,$67.57
40181,2019-11-17,5:54 PM,Florida,Jacksonville,,,13,,,$45.87
40182,2020-01-05,7:34 PM,Alabama,Birmingham,,,12,,,$169.70
40183,2020-08-05,2:00 PM,Florida,Orlando,859-223-94,True,28,,,$127.79
40184,2019-12-27,12:42 PM,Florida,Miami,749-014-43,False,18,,,$79.35
40185,2020-03-09,11:34 AM,Florida,Tallahassee,872-266-76,False,27,Yes,0.26,$90.30
40186,2020-07-07,4:43 PM,Florida,Saint Petersburg,,,20,Yes,0.27,$178.45
40187,2020-10-13,1:29 PM,Florida,Tampa,528-040-93,False,17,,,$93.11
40188,2019-12-26,2:31 PM,Georgia,Atlanta,840-372-24,False,27,,,$107.34
40189,2020-09-20,5:12 PM,Florida,Clearwater,540-321-96,False,26,,,$96.43
40190,2020-08-30,2:09 PM,Georgia,Lawrenceville,,,3,,,$223.98
40191,2020-05-04,12:23 PM,Florida,Lehigh Acres,125-238-84,True,6,,,$190.13
40192,2020-03-05,6:33 PM,Mississippi,Gulfport,,,13,,,$210.39
40193,2019-11-12,11:47 AM,Florida,Fort Myers,613-161-67,False,22,Yes,0.42,$169.98
40194,2020-08-11,1:01 PM,Florida,Miami,388-998-98,True,20,,,$85.06
40195,2019-10-26,7:53 PM,Florida,Saint Petersburg,842-195-65,False,20,,,$155.66
40196,2020-06-20,5:10 PM,Georgia,Columbus,104-503-53,True,19,Yes,0.35,$216.06
40197,2020-08-09,6:02 PM,Georgia,Atlanta,006-242-04,True,26,,,$146.05
40198,2020-07-30,3:00 PM,Florida,Kissimmee,572-497-07,False,10,,,$114.02
40199,2020-02-17,2:30 PM,Georgia,Atlanta,329-309-91,False,25,Yes,0.29,$229.14
40200,2020-10-30,11:01 AM,Alabama,Huntsville,783-646-37,True,31,,,$150.23
40201,2020-07-12,4:32 PM,Florida,Miami,357-350-84,False,12,,,$226.64
40202,2020-01-04,6:11 PM,South Carolina,Columbia,936-536-08,True,9,,,$230.18
40203,2020-02-08,1:57 PM,Florida,Clearwater,,,11,,,$197.59
40204,2020-05-17,1:42 PM,Florida,Pensacola,215-075-35,False,14,Yes,0.34,$217.79
40205,2020-06-21,1:08 PM,Alabama,Tuscaloosa,804-816-97,False,31,Yes,0.29,$208.17
40206,2020-08-01,5:40 PM,Florida,Saint Petersburg,274-805-68,False,29,,,$81.40
40207,2020-02-10,3:20 PM,Mississippi,Jackson,,,15,,,$104.58
40208,2020-09-04,4:57 PM,Alabama,Birmingham,476-909-17,True,26,,,$189.92
40209,2019-12-22,5:27 PM,Alabama,Huntsville,,,29,,,$136.87
40210,2020-04-30,2:18 PM,Florida,Miami,,,31,,,$163.85
40211,2020-05-26,5:06 PM,Georgia,Atlanta,,,7,Yes,0.41,$132.52
40212,2020-05-19,7:44 PM,Florida,Tampa,,,3,,,$115.83
40213,2019-10-12,7:44 PM,Florida,Boca Raton,,,21,Yes,0.43,$59.38
40214,2019-09-18,2:28 PM,Texas,Plano,707-074-44,True,88,,,$540.34
40215,2020-03-25,8:45 PM,Georgia,Cumming,,,19,,,$58.48
40216,2019-12-13,2:38 PM,Alabama,Birmingham,,,3,,,$150.26
40217,2020-10-30,8:56 PM,Florida,Orlando,,,15,,,$175.72
40218,2020-04-27,6:06 PM,Alabama,Birmingham,796-749-26,True,22,,,$105.61
40219,2020-04-11,4:37 PM,Florida,Clearwater,724-747-73,True,11,,,$134.18
40220,2020-07-11,8:54 PM,Florida,Jacksonville,,,4,,,$128.91
40221,2020-03-17,1:57 PM,Florida,Tallahassee,412-962-69,True,34,,,$177.78
40222,2020-01-10,7:55 PM,Georgia,Columbus,137-089-15,True,12,,,$162.74
40223,2020-05-08,8:57 PM,Florida,Orlando,821-948-27,False,26,,,$97.86
40224,2020-08-16,7:12 PM,Florida,Orlando,813-434-62,False,12,,,$56.02
40225,2020-02-12,8:04 PM,Florida,Tampa,,,9,,,$183.65
40226,2020-07-23,8:07 PM,Florida,Naples,,,34,Yes,0.36,$27.05
40227,2019-10-26,2:23 PM,Georgia,Atlanta,,,11,,,$133.97
40228,2019-12-29,5:20 PM,Florida,Clearwater,,,17,,,$78.79
40229,2020-07-06,11:55 AM,Florida,Miami,916-597-14,True,7,,,$192.80
40230,2020-07-06,4:09 PM,Georgia,Atlanta,074-963-10,True,22,,,$53.22
40231,2019-10-08,11:49 AM,South Carolina,Charleston,792-411-35,False,12,,,$217.79
40232,2020-03-17,12:29 PM,Florida,Orlando,,,17,Yes,0.18,$74.23
40233,2020-02-03,8:35 PM,South Carolina,Greenville,430-321-24,False,22,,,$40.91
40234,2020-07-25,7:15 PM,Georgia,Duluth,238-991-68,True,21,,,$208.37
40235,2020-09-15,7:39 PM,Mississippi,Jackson,,,22,,,$167.20
40236,2019-12-08,3:33 PM,Florida,Pensacola,908-794-15,False,15,,,$184.46
40237,2020-06-20,2:36 PM,Florida,Saint Petersburg,826-500-78,False,18,Yes,0.46,$157.73
40238,2020-09-21,11:46 AM,Florida,Orlando,,,16,,,$19.07
40239,2020-07-09,4:50 PM,Georgia,Decatur,787-404-87,False,6,Yes,0.37,$218.60
40240,2020-07-19,5:53 PM,Florida,Saint Petersburg,642-724-48,True,32,Yes,0.35,$53.96
40241,2020-06-29,4:03 PM,Georgia,Gainesville,,,15,Yes,0.33,$158.87
40242,2020-08-28,1:47 PM,Florida,Fort Myers,,,33,,,$42.53
40243,2019-11-18,12:52 PM,Georgia,Atlanta,,,32,,,$36.04
40244,2020-03-30,4:34 PM,Florida,Tallahassee,867-530-22,True,18,,,$184.97
40245,2020-04-12,2:52 PM,Georgia,Atlanta,,,29,,,$27.55
40246,2019-11-15,7:10 PM,Georgia,Lawrenceville,463-021-87,True,18,,,$232.15
40247,2019-11-15,6:55 PM,Florida,Bradenton,521-995-88,True,22,,,$184.51
40248,2019-12-01,2:47 PM,Mississippi,Jackson,908-001-42,True,10,,,$197.10
40249,2020-09-08,2:44 PM,Florida,Pensacola,,,16,,,$39.48
40250,2019-10-12,8:52 PM,Florida,Jacksonville,,,24,,,$47.37
40251,2019-10-28,11:17 AM,Florida,Boca Raton,155-696-96,False,33,,,$171.45
40252,2020-01-15,4:04 PM,Georgia,Augusta,488-292-90,True,24,,,$178.04
40253,2020-04-01,7:17 PM,South Carolina,Florence,503-249-72,False,33,,,$182.29
40254,2020-04-13,8:34 PM,Georgia,Macon,,,5,,,$77.95
40255,2020-05-21,4:28 PM,Alabama,Birmingham,610-589-94,True,33,,,$127.26
40256,2020-08-06,4:12 PM,Florida,West Palm Beach,,,34,,,$225.02
40257,2020-07-09,5:59 PM,Georgia,Atlanta,,,28,,,$185.10
40258,2020-04-17,5:40 PM,Alabama,Montgomery,,,12,,,$170.32
40259,2020-10-26,3:25 PM,Florida,Saint Petersburg,,,20,,,$32.08
40260,2020-07-23,12:32 PM,Alabama,Mobile,269-133-94,True,34,Yes,0.37,$163.71
40261,2020-09-02,12:59 PM,Georgia,Atlanta,,,5,Yes,0.31,$26.63
40262,2020-08-11,4:17 PM,Florida,Pensacola,114-726-94,True,11,Yes,0.33,$62.99
40263,2020-08-18,4:12 PM,Florida,Miami,909-593-01,True,21,,,$23.80
40264,2020-10-13,7:03 PM,Florida,Jacksonville,301-741-31,False,22,,,$103.95
40265,2019-11-03,12:26 PM,Florida,Naples,,,7,,,$194.50
40266,2020-07-06,8:19 PM,Florida,Sarasota,,,12,Yes,0.44,$72.22
40267,2020-10-20,8:34 PM,Florida,Port Saint Lucie,503-821-41,True,14,,,$79.53
40268,2020-01-17,4:58 PM,Florida,Sarasota,649-307-81,False,22,,,$31.92
40269,2019-12-20,6:36 PM,Florida,Melbourne,321-429-05,True,32,,,$184.39
40270,2020-08-09,5:38 PM,Florida,Miami,,,12,,,$230.78
40271,2020-06-03,3:34 PM,Alabama,Montgomery,,,29,,,$33.70
40272,2020-06-18,11:24 AM,Florida,Delray Beach,100-284-19,False,15,,,$121.80
40273,2020-07-12,2:13 PM,Florida,Jacksonville,140-382-09,False,28,,,$230.40
40274,2019-10-25,5:25 PM,Alabama,Montgomery,,,31,,,$198.39
40275,2020-06-29,7:49 PM,Florida,Zephyrhills,560-290-61,True,11,,,$191.33
40276,2020-04-25,12:25 PM,Georgia,Atlanta,684-210-66,True,34,,,$211.34
40277,2020-10-21,12:56 PM,Alabama,Birmingham,,,34,Yes,0.17,$107.58
40278,2019-10-25,7:40 PM,Georgia,Atlanta,,,34,,,$52.19
40279,2020-02-11,6:04 PM,Florida,Brooksville,,,21,Yes,0.12,$93.98
40280,2020-04-21,6:27 PM,Florida,Miami,644-855-00,False,33,Yes,0.4,$60.43
40281,2020-05-06,7:59 PM,Florida,West Palm Beach,,,10,,,$136.19
40282,2020-06-12,2:45 PM,Florida,Orlando,,,10,Yes,0.23,$129.99
40283,2020-09-29,8:54 PM,Georgia,Atlanta,121-146-02,True,5,,,$80.32
40284,2020-07-23,8:58 PM,Mississippi,Jackson,819-882-53,False,28,,,$82.40
40285,2020-09-17,1:43 PM,Florida,Orlando,646-177-54,False,15,,,$67.99
40286,2020-09-07,5:38 PM,Florida,Hollywood,,,20,Yes,0.24,$100.35
40287,2020-07-20,4:31 PM,Florida,Vero Beach,649-007-34,False,3,Yes,0.31,$54.45
40288,2020-08-04,4:55 PM,Florida,Jacksonville,205-934-59,False,17,,,$55.25
40289,2020-10-03,7:04 PM,Alabama,Huntsville,945-195-84,True,15,,,$156.99
40290,2020-06-28,5:55 PM,Florida,Orlando,719-674-11,False,27,,,$153.49
40291,2020-10-12,2:32 PM,South Carolina,Columbia,,,23,,,$179.86
40292,2019-12-23,12:25 PM,Florida,Naples,963-705-25,True,15,,,$141.65
40293,2020-01-23,12:23 PM,Florida,Fort Lauderdale,961-859-19,True,16,,,$120.92
40294,2019-12-03,1:29 PM,Georgia,Valdosta,363-511-01,False,10,Yes,0.26,$50.31
40295,2020-09-14,6:55 PM,Alabama,Birmingham,872-465-74,True,9,,,$215.15
40296,2020-08-14,11:16 AM,Florida,Miami,915-726-01,False,32,,,$169.35
40297,2020-03-26,11:02 AM,Florida,Miami,264-168-99,True,13,,,$24.67
40298,2019-12-08,2:30 PM,Florida,Naples,787-614-06,True,29,,,$48.13
40299,2019-11-06,3:35 PM,Florida,Boca Raton,,,9,,,$185.83
40300,2020-01-27,7:15 PM,Georgia,Atlanta,,,3,Yes,0.42,$151.13
40301,2020-10-03,11:24 AM,South Carolina,Anderson,583-234-43,False,23,,,$190.58
40302,2019-11-08,6:14 PM,Florida,Tampa,257-449-63,False,27,,,$145.11
40303,2019-11-30,11:49 AM,Florida,Kissimmee,862-448-21,False,15,,,$58.01
40304,2020-05-05,6:19 PM,Alabama,Birmingham,,,14,,,$204.02
40305,2020-08-02,12:36 PM,Alabama,Montgomery,,,24,,,$46.76
40306,2020-06-01,11:41 AM,Florida,Hollywood,,,14,,,$169.07
40307,2020-07-14,1:27 PM,Florida,Pinellas Park,333-188-05,False,14,,,$95.40
40308,2019-10-25,2:46 PM,Florida,Pensacola,216-048-43,True,31,,,$125.43
40309,2019-12-02,7:57 PM,Florida,Pensacola,686-735-62,True,9,,,$159.54
40310,2020-10-06,7:19 PM,Georgia,Valdosta,658-033-99,True,23,Yes,0.41,$215.68
40311,2020-06-03,12:08 PM,Florida,Hialeah,,,8,Yes,0.37,$98.76
40312,2020-08-22,4:15 PM,Florida,Sarasota,,,33,,,$144.47
40313,2019-12-26,5:11 PM,Georgia,Macon,,,21,Yes,0.25,$78.39
40314,2020-06-11,7:51 PM,South Carolina,Columbia,843-216-27,False,17,,,$175.76
40315,2019-10-25,1:09 PM,Florida,North Port,,,13,,,$55.41
40316,2020-07-27,1:12 PM,South Carolina,Charleston,,,20,,,$178.27
40317,2020-07-04,5:17 PM,Georgia,Atlanta,072-404-52,True,19,,,$203.20
40318,2019-10-21,3:38 PM,South Carolina,Beaufort,110-197-45,True,11,,,$221.79
40319,2020-04-06,6:56 PM,Georgia,Lawrenceville,800-161-83,False,10,Yes,0.27,$34.39
40320,2020-03-09,12:35 PM,Georgia,Savannah,,,13,,,$83.77
40321,2020-06-23,2:06 PM,Florida,Orlando,583-870-82,False,20,,,$101.00
40322,2020-03-09,6:30 PM,Florida,Orlando,483-275-28,True,22,,,$146.69
40323,2019-12-12,3:04 PM,Texas,Plano,707-074-44,True,51,,,$1310.53
40324,2020-02-12,8:36 PM,Florida,Tampa,,,5,,,$201.68
40325,2020-05-14,11:27 AM,Florida,Punta Gorda,244-104-54,True,7,,,$26.06
40326,2019-11-18,12:12 PM,Florida,Tallahassee,533-020-63,False,32,Yes,0.47,$93.10
40327,2020-07-08,7:34 PM,Alabama,Birmingham,515-573-96,False,25,Yes,0.46,$84.10
40328,2020-05-18,5:16 PM,Florida,West Palm Beach,908-098-83,True,13,Yes,0.44,$90.99
40329,2020-01-27,11:16 AM,Florida,Miami,499-808-20,False,12,,,$68.65
40330,2020-07-01,3:48 PM,Georgia,Atlanta,,,31,Yes,0.46,$221.93
40331,2020-09-07,7:11 PM,Florida,Miami,876-145-75,False,5,,,$91.85
40332,2020-05-26,7:35 PM,Florida,Fort Lauderdale,,,19,,,$55.97
40333,2020-09-08,5:46 PM,Florida,Boca Raton,,,17,,,$103.18
40334,2019-10-31,1:33 PM,Alabama,Birmingham,,,28,,,$19.82
40335,2020-04-11,6:54 PM,Florida,Pinellas Park,669-214-19,False,8,,,$88.26
40336,2020-09-24,6:08 PM,Florida,Orlando,622-330-42,False,5,,,$19.75
40337,2020-03-24,7:52 PM,Florida,Tampa,040-548-23,False,32,,,$65.10
40338,2020-08-26,5:58 PM,South Carolina,Anderson,,,33,,,$46.19
40339,2020-06-11,8:10 PM,Georgia,Atlanta,,,8,Yes,0.14,$64.27
40340,2020-03-09,12:02 PM,Florida,Hialeah,074-118-58,True,18,,,$41.61
40341,2020-08-09,1:57 PM,Florida,Melbourne,395-817-82,False,23,Yes,0.36,$107.19
40342,2020-10-10,7:11 PM,Florida,Spring Hill,245-743-68,True,10,,,$67.80
40343,2020-08-21,1:58 PM,Georgia,Atlanta,044-422-99,True,20,,,$82.51
40344,2020-02-01,4:33 PM,Florida,Fort Lauderdale,883-871-50,False,21,Yes,0.44,$97.95
40345,2019-12-19,1:24 PM,South Carolina,Greenville,863-870-80,True,3,Yes,0.38,$108.79
40346,2020-05-06,11:04 AM,Florida,Cape Coral,,,11,,,$90.17
40347,2020-04-26,12:35 PM,Florida,Tampa,,,28,Yes,0.39,$60.26
40348,2020-10-08,2:45 PM,Florida,Lake Worth,452-224-02,True,30,,,$144.56
40349,2020-08-14,4:19 PM,Georgia,Decatur,957-018-90,False,17,Yes,0.16,$94.28
40350,2020-08-28,1:36 PM,Georgia,Savannah,,,14,Yes,0.36,$81.15
